Track,Artist,Tag,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Lonely Boy,The Black Keys,Erika,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,audio_features,5G1sTBGbZT5o4PNRc75RKI,spotify:track:5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/tracks/5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/audio-analysis/5G1sTBGbZT5o4PNRc75RKI,193653,4
Sweet Home Alabama,Lynyrd Skynyrd,Erika,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,audio_features,7e89621JPkKaeDSTQ3avtg,spotify:track:7e89621JPkKaeDSTQ3avtg,https://api.spotify.com/v1/tracks/7e89621JPkKaeDSTQ3avtg,https://api.spotify.com/v1/audio-analysis/7e89621JPkKaeDSTQ3avtg,283800,4
Rock and Roll - Remaster,Led Zeppelin,Erika,0.317,0.879,9,-7.533,1,0.0406,0.00091,0.00142,0.0972,0.849,169.534,audio_features,7HQrFPtLEpgTJaEVujH8OO,spotify:track:7HQrFPtLEpgTJaEVujH8OO,https://api.spotify.com/v1/tracks/7HQrFPtLEpgTJaEVujH8OO,https://api.spotify.com/v1/audio-analysis/7HQrFPtLEpgTJaEVujH8OO,220880,4
Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,Erika,0.702,0.668,9,-9.237,1,0.214,0.518,0,0.0588,0.561,116.063,audio_features,1Ud6moTC0KyXMq1Oxfien0,spotify:track:1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/tracks/1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/audio-analysis/1Ud6moTC0KyXMq1Oxfien0,378147,4
Surrender,Cheap Trick,Erika,0.524,0.953,0,-7.097,1,0.0416,0.00757,5.02e-06,0.771,0.869,133.828,audio_features,669cOBjpY4Y5O98Nmk6139,spotify:track:669cOBjpY4Y5O98Nmk6139,https://api.spotify.com/v1/tracks/669cOBjpY4Y5O98Nmk6139,https://api.spotify.com/v1/audio-analysis/669cOBjpY4Y5O98Nmk6139,253827,4
Everlong,Foo Fighters,Erika,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,audio_features,5UWwZ5lm5PKu6eKsHAGxOk,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,250547,4
When I Come Around,Green Day,Erika,0.531,0.909,11,-4.236,1,0.034,0.0175,0,0.231,0.814,97.546,audio_features,1Dr1fXbc2IxaK1Mu8P8Khz,spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,https://api.spotify.com/v1/tracks/1Dr1fXbc2IxaK1Mu8P8Khz,https://api.spotify.com/v1/audio-analysis/1Dr1fXbc2IxaK1Mu8P8Khz,178000,4
Rock And Roll All Nite,KISS,Erika,0.654,0.929,1,-5.906,1,0.0998,0.0468,0,0.0539,0.902,144.774,audio_features,6KTv0Z8BmVqM7DPxbGzpVC,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/tracks/6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/audio-analysis/6KTv0Z8BmVqM7DPxbGzpVC,168840,4
Back on the Chain Gang - 2007 Remaster,Pretenders,Erika,0.598,0.901,2,-6.081,1,0.0359,0.116,0.0401,0.178,0.814,153.24,audio_features,4cMHCRLPNoEbpnl2rz6GS9,spotify:track:4cMHCRLPNoEbpnl2rz6GS9,https://api.spotify.com/v1/tracks/4cMHCRLPNoEbpnl2rz6GS9,https://api.spotify.com/v1/audio-analysis/4cMHCRLPNoEbpnl2rz6GS9,231120,4
Runnin' Down A Dream,Tom Petty,Erika,0.471,0.956,9,-6.371,1,0.0403,0.000596,0.62,0.624,0.715,169.798,audio_features,5yAu4njFSdM47dfsTkQPZ2,spotify:track:5yAu4njFSdM47dfsTkQPZ2,https://api.spotify.com/v1/tracks/5yAu4njFSdM47dfsTkQPZ2,https://api.spotify.com/v1/audio-analysis/5yAu4njFSdM47dfsTkQPZ2,261813,4
Close My Eyes Forever,Lita Ford,Erika,0.476,0.331,5,-14.884,1,0.0305,0.31,2.82e-06,0.172,0.24,130.574,audio_features,43thLwzSasUUZEYjYPeJh3,spotify:track:43thLwzSasUUZEYjYPeJh3,https://api.spotify.com/v1/tracks/43thLwzSasUUZEYjYPeJh3,https://api.spotify.com/v1/audio-analysis/43thLwzSasUUZEYjYPeJh3,283133,4
Kids In America,Kim Wilde,Erika,0.557,0.782,4,-3.899,1,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,audio_features,1YGZyfvdgZxzipWoWYVKxi,spotify:track:1YGZyfvdgZxzipWoWYVKxi,https://api.spotify.com/v1/tracks/1YGZyfvdgZxzipWoWYVKxi,https://api.spotify.com/v1/audio-analysis/1YGZyfvdgZxzipWoWYVKxi,205533,4
Fortunate Son,Creedence Clearwater Revival,Erika,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,audio_features,4BP3uh0hFLFRb5cjsgLqDh,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/tracks/4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/audio-analysis/4BP3uh0hFLFRb5cjsgLqDh,140773,4
Changes - 2015 Remaster,David Bowie,Erika,0.559,0.308,0,-11.75,1,0.0376,0.505,0,0.109,0.414,113.633,audio_features,0LrwgdLsFaWh9VXIjBRe8t,spotify:track:0LrwgdLsFaWh9VXIjBRe8t,https://api.spotify.com/v1/tracks/0LrwgdLsFaWh9VXIjBRe8t,https://api.spotify.com/v1/audio-analysis/0LrwgdLsFaWh9VXIjBRe8t,217747,4
Good Times Roll - 2016 Remaster,The Cars,Erika,0.631,0.689,4,-8.358,1,0.0284,0.0731,0.000357,0.102,0.645,107.667,audio_features,0nFKHCf1Ibij8m370l2KlZ,spotify:track:0nFKHCf1Ibij8m370l2KlZ,https://api.spotify.com/v1/tracks/0nFKHCf1Ibij8m370l2KlZ,https://api.spotify.com/v1/audio-analysis/0nFKHCf1Ibij8m370l2KlZ,225227,4
Starman - 2012 Remaster,David Bowie,Erika,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,audio_features,0pQskrTITgmCMyr85tb9qq,spotify:track:0pQskrTITgmCMyr85tb9qq,https://api.spotify.com/v1/tracks/0pQskrTITgmCMyr85tb9qq,https://api.spotify.com/v1/audio-analysis/0pQskrTITgmCMyr85tb9qq,254293,4
Barracuda,Heart,Erika,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,audio_features,4KfSdst7rW39C0sfhArdrz,spotify:track:4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/tracks/4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/audio-analysis/4KfSdst7rW39C0sfhArdrz,261933,4
Cherry Bomb,The Runaways,Erika,0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,audio_features,7cdnq45E9aP2XDStHg5vd7,spotify:track:7cdnq45E9aP2XDStHg5vd7,https://api.spotify.com/v1/tracks/7cdnq45E9aP2XDStHg5vd7,https://api.spotify.com/v1/audio-analysis/7cdnq45E9aP2XDStHg5vd7,138707,4
Sheena Is a Punk Rocker - 2017 Remaster,Ramones,Erika,0.42,0.965,0,-1.986,1,0.0403,0.0981,0.000335,0.0784,0.846,176.243,audio_features,61MZN0yyMWSEwrLPUUGfgJ,spotify:track:61MZN0yyMWSEwrLPUUGfgJ,https://api.spotify.com/v1/tracks/61MZN0yyMWSEwrLPUUGfgJ,https://api.spotify.com/v1/audio-analysis/61MZN0yyMWSEwrLPUUGfgJ,169920,4
Something In The Way,Nirvana,Erika,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,audio_features,4gHnSNHs8RyVukKoWdS99f,spotify:track:4gHnSNHs8RyVukKoWdS99f,https://api.spotify.com/v1/tracks/4gHnSNHs8RyVukKoWdS99f,https://api.spotify.com/v1/audio-analysis/4gHnSNHs8RyVukKoWdS99f,232147,4
Let There Be Rock,AC/DC,Erika,0.332,0.725,11,-5.809,0,0.116,0.000209,0.607,0.0767,0.422,182.364,audio_features,753KutoAy00apPsplMRetG,spotify:track:753KutoAy00apPsplMRetG,https://api.spotify.com/v1/tracks/753KutoAy00apPsplMRetG,https://api.spotify.com/v1/audio-analysis/753KutoAy00apPsplMRetG,366347,4
More Than a Feeling,Boston,Erika,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,audio_features,1QEEqeFIZktqIpPI4jSVSF,spotify:track:1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,285133,4
When You Were Young,The Killers,Erika,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433,audio_features,70wYA8oYHoMzhRRkARoMhU,spotify:track:70wYA8oYHoMzhRRkARoMhU,https://api.spotify.com/v1/tracks/70wYA8oYHoMzhRRkARoMhU,https://api.spotify.com/v1/audio-analysis/70wYA8oYHoMzhRRkARoMhU,220427,4
You're No Good,Linda Ronstadt,Erika,0.669,0.52,8,-10.136,1,0.0345,0.245,0.00535,0.126,0.634,104.812,audio_features,23DZLSxCK6kM8FF2RlzKDl,spotify:track:23DZLSxCK6kM8FF2RlzKDl,https://api.spotify.com/v1/tracks/23DZLSxCK6kM8FF2RlzKDl,https://api.spotify.com/v1/audio-analysis/23DZLSxCK6kM8FF2RlzKDl,224027,4
(Oh) Pretty Woman - 2015 Remaster,Van Halen,Erika,0.441,0.97,1,-2.1,0,0.0708,0.192,1.68e-06,0.312,0.5,128.289,audio_features,7ptv3yXdBWwzO7rVA62rwy,spotify:track:7ptv3yXdBWwzO7rVA62rwy,https://api.spotify.com/v1/tracks/7ptv3yXdBWwzO7rVA62rwy,https://api.spotify.com/v1/audio-analysis/7ptv3yXdBWwzO7rVA62rwy,172671,4
I Wanna Rock,Twisted Sister,Erika,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,audio_features,70Z9t1qhytWtG4cCmmi7mU,spotify:track:70Z9t1qhytWtG4cCmmi7mU,https://api.spotify.com/v1/tracks/70Z9t1qhytWtG4cCmmi7mU,https://api.spotify.com/v1/audio-analysis/70Z9t1qhytWtG4cCmmi7mU,179760,4
Rebel Rebel - 2016 Remaster,David Bowie,Erika,0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,audio_features,2EC9IJj7g0mN1Q5VrZkiYY,spotify:track:2EC9IJj7g0mN1Q5VrZkiYY,https://api.spotify.com/v1/tracks/2EC9IJj7g0mN1Q5VrZkiYY,https://api.spotify.com/v1/audio-analysis/2EC9IJj7g0mN1Q5VrZkiYY,274747,4
Proud Mary,Tina Turner,Erika,0.397,0.499,2,-10.972,1,0.0685,0.0766,1.55e-06,0.111,0.367,171.067,audio_features,6gJdDnF2TzfA1WPMXuCa3x,spotify:track:6gJdDnF2TzfA1WPMXuCa3x,https://api.spotify.com/v1/tracks/6gJdDnF2TzfA1WPMXuCa3x,https://api.spotify.com/v1/audio-analysis/6gJdDnF2TzfA1WPMXuCa3x,327400,4
Kool Thing,Sonic Youth,Erika,0.262,0.82,7,-11.621,1,0.0428,0.0103,0.0914,0.101,0.254,155.197,audio_features,1ZozGivTAYsOwhy6LVHsPX,spotify:track:1ZozGivTAYsOwhy6LVHsPX,https://api.spotify.com/v1/tracks/1ZozGivTAYsOwhy6LVHsPX,https://api.spotify.com/v1/audio-analysis/1ZozGivTAYsOwhy6LVHsPX,246333,4
No Rain,Blind Melon,Erika,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,audio_features,6txWz9UapYHVxEd7dDIHXT,spotify:track:6txWz9UapYHVxEd7dDIHXT,https://api.spotify.com/v1/tracks/6txWz9UapYHVxEd7dDIHXT,https://api.spotify.com/v1/audio-analysis/6txWz9UapYHVxEd7dDIHXT,217107,4
Seether,Veruca Salt,Erika,0.612,0.859,8,-9.175,1,0.0439,0.00249,0.00163,0.158,0.684,136.212,audio_features,6QldOsduESUPyeg83UfMlB,spotify:track:6QldOsduESUPyeg83UfMlB,https://api.spotify.com/v1/tracks/6QldOsduESUPyeg83UfMlB,https://api.spotify.com/v1/audio-analysis/6QldOsduESUPyeg83UfMlB,196467,4
Buddy Holly,Weezer,Erika,0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,audio_features,3mwvKOyMmG77zZRunnxp9E,spotify:track:3mwvKOyMmG77zZRunnxp9E,https://api.spotify.com/v1/tracks/3mwvKOyMmG77zZRunnxp9E,https://api.spotify.com/v1/audio-analysis/3mwvKOyMmG77zZRunnxp9E,159227,4
Train in Vain (Stand by Me) - Remastered,The Clash,Erika,0.764,0.717,2,-8.711,1,0.0416,0.0899,0.000519,0.125,0.962,122.758,audio_features,4Lv7EZcBhop6aituAZU8i5,spotify:track:4Lv7EZcBhop6aituAZU8i5,https://api.spotify.com/v1/tracks/4Lv7EZcBhop6aituAZU8i5,https://api.spotify.com/v1/audio-analysis/4Lv7EZcBhop6aituAZU8i5,189973,4
We Got The Beat - 2011 Remaster,The Go-Go's,Erika,0.595,0.996,2,-3.418,1,0.0599,0.195,0.0345,0.0351,0.376,152.049,audio_features,5o37x6LpNSec4jSfPIChsQ,spotify:track:5o37x6LpNSec4jSfPIChsQ,https://api.spotify.com/v1/tracks/5o37x6LpNSec4jSfPIChsQ,https://api.spotify.com/v1/audio-analysis/5o37x6LpNSec4jSfPIChsQ,151107,4
Baba O'Riley,The Who,Erika,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,audio_features,3qiyyUfYe7CRYLucrPmulD,spotify:track:3qiyyUfYe7CRYLucrPmulD,https://api.spotify.com/v1/tracks/3qiyyUfYe7CRYLucrPmulD,https://api.spotify.com/v1/audio-analysis/3qiyyUfYe7CRYLucrPmulD,300400,4
Fell On Black Days,Soundgarden,Erika,0.574,0.739,4,-5.745,0,0.0271,0.00152,0.000328,0.141,0.514,101.069,audio_features,1wlKw9NAWVWpx7OIAyg9EA,spotify:track:1wlKw9NAWVWpx7OIAyg9EA,https://api.spotify.com/v1/tracks/1wlKw9NAWVWpx7OIAyg9EA,https://api.spotify.com/v1/audio-analysis/1wlKw9NAWVWpx7OIAyg9EA,283027,3
Never Tear Us Apart,INXS,Erika,0.664,0.613,0,-7.56,1,0.0273,0.00309,0.000128,0.175,0.193,96.6,audio_features,1GjbTNFImFrjFsNdleDe78,spotify:track:1GjbTNFImFrjFsNdleDe78,https://api.spotify.com/v1/tracks/1GjbTNFImFrjFsNdleDe78,https://api.spotify.com/v1/audio-analysis/1GjbTNFImFrjFsNdleDe78,184587,3
Rock 'n' Roll High School - 2002 Remaster,Ramones,Erika,0.499,0.87,0,-4.431,1,0.126,0.0183,0,0.0512,0.893,188.853,audio_features,4FzPIalyruWIiefI91qe4B,spotify:track:4FzPIalyruWIiefI91qe4B,https://api.spotify.com/v1/tracks/4FzPIalyruWIiefI91qe4B,https://api.spotify.com/v1/audio-analysis/4FzPIalyruWIiefI91qe4B,137400,4
We're Going to Be Friends,The White Stripes,Erika,0.534,0.441,7,-5.752,1,0.0303,0.661,0,0.0934,0.439,97.009,audio_features,13lZDbwonGhOflQLQIfdtZ,spotify:track:13lZDbwonGhOflQLQIfdtZ,https://api.spotify.com/v1/tracks/13lZDbwonGhOflQLQIfdtZ,https://api.spotify.com/v1/audio-analysis/13lZDbwonGhOflQLQIfdtZ,140179,4
Wish You Were Here,Pink Floyd,Erika,0.499,0.318,7,-13.776,1,0.0485,0.718,0.00101,0.379,0.282,121.498,audio_features,1HzDhHApjdjXPLHF6GGYhu,spotify:track:1HzDhHApjdjXPLHF6GGYhu,https://api.spotify.com/v1/tracks/1HzDhHApjdjXPLHF6GGYhu,https://api.spotify.com/v1/audio-analysis/1HzDhHApjdjXPLHF6GGYhu,321080,4
The Boys Are Back In Town,Thin Lizzy,Erika,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,audio_features,43DeSV93pJPT4lCZaWZ6b1,spotify:track:43DeSV93pJPT4lCZaWZ6b1,https://api.spotify.com/v1/tracks/43DeSV93pJPT4lCZaWZ6b1,https://api.spotify.com/v1/audio-analysis/43DeSV93pJPT4lCZaWZ6b1,266720,4
Ruby Tuesday,The Rolling Stones,Erika,0.506,0.552,0,-10.814,1,0.0295,0.819,1.85e-06,0.183,0.492,104.513,audio_features,2EV1QIypzlJcynYfZZZaJ5,spotify:track:2EV1QIypzlJcynYfZZZaJ5,https://api.spotify.com/v1/tracks/2EV1QIypzlJcynYfZZZaJ5,https://api.spotify.com/v1/audio-analysis/2EV1QIypzlJcynYfZZZaJ5,196773,4
Dreams,Van Halen,Erika,0.455,0.758,0,-11.361,1,0.0454,0.223,2.51e-06,0.0986,0.54,141.304,audio_features,2APxH5XbOLDTmW9X5yi6Hw,spotify:track:2APxH5XbOLDTmW9X5yi6Hw,https://api.spotify.com/v1/tracks/2APxH5XbOLDTmW9X5yi6Hw,https://api.spotify.com/v1/audio-analysis/2APxH5XbOLDTmW9X5yi6Hw,294000,4
Only Happy When It Rains (2015 - Remaster),Garbage,Erika,0.512,0.833,11,-4.555,1,0.0326,4.16e-05,0.00134,0.21,0.448,121.47,audio_features,23Llyuevgg4Dt5vNdZcEEf,spotify:track:23Llyuevgg4Dt5vNdZcEEf,https://api.spotify.com/v1/tracks/23Llyuevgg4Dt5vNdZcEEf,https://api.spotify.com/v1/audio-analysis/23Llyuevgg4Dt5vNdZcEEf,236533,4
School's Out,Alice Cooper,Erika,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,audio_features,5Z8EDau8uNcP1E8JvmfkZe,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,https://api.spotify.com/v1/tracks/5Z8EDau8uNcP1E8JvmfkZe,https://api.spotify.com/v1/audio-analysis/5Z8EDau8uNcP1E8JvmfkZe,210107,4
Hit Me With Your Best Shot,Pat Benatar,Erika,0.741,0.58,4,-9.05,1,0.0304,0.117,3.31e-05,0.212,0.944,127.402,audio_features,0vOkmmJEtjuFZDzrQSFzEE,spotify:track:0vOkmmJEtjuFZDzrQSFzEE,https://api.spotify.com/v1/tracks/0vOkmmJEtjuFZDzrQSFzEE,https://api.spotify.com/v1/audio-analysis/0vOkmmJEtjuFZDzrQSFzEE,171267,4
Every Little Thing She Does Is Magic,The Police,Erika,0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,audio_features,44aTAUBF0g6sMkMNE8I5kd,spotify:track:44aTAUBF0g6sMkMNE8I5kd,https://api.spotify.com/v1/tracks/44aTAUBF0g6sMkMNE8I5kd,https://api.spotify.com/v1/audio-analysis/44aTAUBF0g6sMkMNE8I5kd,260573,4
Voices Carry,'Til Tuesday,Erika,0.583,0.574,0,-9.044,1,0.0239,0.0282,2.14e-06,0.114,0.578,104.995,audio_features,0ZYf6N5eBeXStMri0mf3DZ,spotify:track:0ZYf6N5eBeXStMri0mf3DZ,https://api.spotify.com/v1/tracks/0ZYf6N5eBeXStMri0mf3DZ,https://api.spotify.com/v1/audio-analysis/0ZYf6N5eBeXStMri0mf3DZ,263573,4
Where The Streets Have No Name - Remastered,U2,Erika,0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,audio_features,4qgZs0RNjdzKAS22lP0QjY,spotify:track:4qgZs0RNjdzKAS22lP0QjY,https://api.spotify.com/v1/tracks/4qgZs0RNjdzKAS22lP0QjY,https://api.spotify.com/v1/audio-analysis/4qgZs0RNjdzKAS22lP0QjY,337506,4
Ocean Man,Ween,Erika,0.72,0.912,4,-6.13,1,0.0363,0.551,0.00122,0.0982,0.973,122.782,audio_features,6M14BiCN00nOsba4JaYsHW,spotify:track:6M14BiCN00nOsba4JaYsHW,https://api.spotify.com/v1/tracks/6M14BiCN00nOsba4JaYsHW,https://api.spotify.com/v1/audio-analysis/6M14BiCN00nOsba4JaYsHW,126947,4
Malibu,Hole,Erika,0.528,0.904,2,-5.854,1,0.0343,0.000833,0,0.174,0.678,122.372,audio_features,5bVOX6eyHsML2sB4aMlZEi,spotify:track:5bVOX6eyHsML2sB4aMlZEi,https://api.spotify.com/v1/tracks/5bVOX6eyHsML2sB4aMlZEi,https://api.spotify.com/v1/audio-analysis/5bVOX6eyHsML2sB4aMlZEi,230040,4
Piece of My Heart,Big Brother & The Holding Company,Erika,0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,audio_features,1xKQbqQtQWrtQS47fUJBtl,spotify:track:1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/tracks/1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/audio-analysis/1xKQbqQtQWrtQS47fUJBtl,253333,4
Pinball Wizard,The Who,Erika,0.543,0.715,2,-8.89,1,0.0356,0.0192,0,0.256,0.468,124.011,audio_features,6LbbHFEajG9e4m0G3L47c4,spotify:track:6LbbHFEajG9e4m0G3L47c4,https://api.spotify.com/v1/tracks/6LbbHFEajG9e4m0G3L47c4,https://api.spotify.com/v1/audio-analysis/6LbbHFEajG9e4m0G3L47c4,180943,4
Saturday Night’s Alright (For Fighting) - Remastered 2014,Elton John,Erika,0.513,0.979,0,-6.362,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875,audio_features,12yHvSYFXI7PGzNecUvIDu,spotify:track:12yHvSYFXI7PGzNecUvIDu,https://api.spotify.com/v1/tracks/12yHvSYFXI7PGzNecUvIDu,https://api.spotify.com/v1/audio-analysis/12yHvSYFXI7PGzNecUvIDu,295466,4
The Spirit Of Radio,Rush,Erika,0.365,0.924,4,-7.066,1,0.0488,0.0144,0.000254,0.423,0.632,135.811,audio_features,4e9hUiLsN4mx61ARosFi7p,spotify:track:4e9hUiLsN4mx61ARosFi7p,https://api.spotify.com/v1/tracks/4e9hUiLsN4mx61ARosFi7p,https://api.spotify.com/v1/audio-analysis/4e9hUiLsN4mx61ARosFi7p,296467,4
Pretend We're Dead,L7,Erika,0.569,0.789,4,-8.559,1,0.0309,5.62e-06,0.642,0.0811,0.911,115.152,audio_features,3z5ggGtcs4t8pizW521gW9,spotify:track:3z5ggGtcs4t8pizW521gW9,https://api.spotify.com/v1/tracks/3z5ggGtcs4t8pizW521gW9,https://api.spotify.com/v1/audio-analysis/3z5ggGtcs4t8pizW521gW9,235093,4
Maps,Yeah Yeah Yeahs,Erika,0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,audio_features,0hDQV9X1Da5JrwhK8gu86p,spotify:track:0hDQV9X1Da5JrwhK8gu86p,https://api.spotify.com/v1/tracks/0hDQV9X1Da5JrwhK8gu86p,https://api.spotify.com/v1/audio-analysis/0hDQV9X1Da5JrwhK8gu86p,219987,4
Roadrunner (Alternative Version),The Modern Lovers,Erika,0.547,0.825,2,-7.113,1,0.0469,0.0444,0.00203,0.147,0.935,141.996,audio_features,0qRSrdDK4xj1doRViNPYwM,spotify:track:0qRSrdDK4xj1doRViNPYwM,https://api.spotify.com/v1/tracks/0qRSrdDK4xj1doRViNPYwM,https://api.spotify.com/v1/audio-analysis/0qRSrdDK4xj1doRViNPYwM,295013,4
And the Cradle Will Rock... - 2015 Remaster,Van Halen,Erika,0.509,0.928,2,-5.833,1,0.0329,0.189,1.41e-06,0.269,0.736,107.921,audio_features,4MM0jT9z9m7VFiusFrGJ8C,spotify:track:4MM0jT9z9m7VFiusFrGJ8C,https://api.spotify.com/v1/tracks/4MM0jT9z9m7VFiusFrGJ8C,https://api.spotify.com/v1/audio-analysis/4MM0jT9z9m7VFiusFrGJ8C,213150,4
Naked Eye,Luscious Jackson,Erika,0.737,0.657,4,-10.962,0,0.0284,0.0863,0.0339,0.0953,0.76,131.022,audio_features,6YtkOhiHmf46w1noltVnF2,spotify:track:6YtkOhiHmf46w1noltVnF2,https://api.spotify.com/v1/tracks/6YtkOhiHmf46w1noltVnF2,https://api.spotify.com/v1/audio-analysis/6YtkOhiHmf46w1noltVnF2,280693,4
Gam Gam - 2023,Deborah de Luca,Andrea,0.592,0.96,1,-6.969,1,0.12,0.0249,0.858,0.445,0.0385,135.002,audio_features,1mWbB1bGjvdZR3vFtaT2gL,spotify:track:1mWbB1bGjvdZR3vFtaT2gL,https://api.spotify.com/v1/tracks/1mWbB1bGjvdZR3vFtaT2gL,https://api.spotify.com/v1/audio-analysis/1mWbB1bGjvdZR3vFtaT2gL,248889,4
Sara Perche Ti Amo,Daniel Levak,Andrea,0.591,0.909,2,-4.477,1,0.0465,0.074,0.000122,0.117,0.339,139.995,audio_features,6uGDCTuQOpWx2iS0CVs5p0,spotify:track:6uGDCTuQOpWx2iS0CVs5p0,https://api.spotify.com/v1/tracks/6uGDCTuQOpWx2iS0CVs5p0,https://api.spotify.com/v1/audio-analysis/6uGDCTuQOpWx2iS0CVs5p0,181714,4
Tell Me Why,Mike Candys,Andrea,0.6,0.886,10,-2.469,1,0.0406,0.195,0.866,0.125,0.67,149.994,audio_features,4BvBTmceA5V1pDuaC3RabS,spotify:track:4BvBTmceA5V1pDuaC3RabS,https://api.spotify.com/v1/tracks/4BvBTmceA5V1pDuaC3RabS,https://api.spotify.com/v1/audio-analysis/4BvBTmceA5V1pDuaC3RabS,135400,4
This Is The Life,LIZOT,Andrea,0.719,0.89,1,-2.621,0,0.0515,0.0139,0.00016,0.171,0.564,94.971,audio_features,3Me5bYXeDXqjBVgug53Ula,spotify:track:3Me5bYXeDXqjBVgug53Ula,https://api.spotify.com/v1/tracks/3Me5bYXeDXqjBVgug53Ula,https://api.spotify.com/v1/audio-analysis/3Me5bYXeDXqjBVgug53Ula,131388,1
Devotion - Show Me Love 2023 Techno Mix - Radio Edit,Deborah de Luca,Andrea,0.754,0.946,8,-7.594,0,0.0765,0.00711,0.708,0.106,0.22,145.991,audio_features,5CgfZ4a0Ja2m8BoHfLqvJ0,spotify:track:5CgfZ4a0Ja2m8BoHfLqvJ0,https://api.spotify.com/v1/tracks/5CgfZ4a0Ja2m8BoHfLqvJ0,https://api.spotify.com/v1/audio-analysis/5CgfZ4a0Ja2m8BoHfLqvJ0,230137,4
Fine Night,Cloonee,Andrea,0.808,0.515,1,-10.908,1,0.0357,0.173,0.000981,0.079,0.316,127.968,audio_features,5BoA4ehsprvSzDBuFOPgdA,spotify:track:5BoA4ehsprvSzDBuFOPgdA,https://api.spotify.com/v1/tracks/5BoA4ehsprvSzDBuFOPgdA,https://api.spotify.com/v1/audio-analysis/5BoA4ehsprvSzDBuFOPgdA,161724,4
My Gasoline,Maddix,Andrea,0.65,0.983,7,-7.574,1,0.0621,0.0536,0.687,0.324,0.462,139.993,audio_features,6dyfsauAoa5qN0tj9JKamE,spotify:track:6dyfsauAoa5qN0tj9JKamE,https://api.spotify.com/v1/tracks/6dyfsauAoa5qN0tj9JKamE,https://api.spotify.com/v1/audio-analysis/6dyfsauAoa5qN0tj9JKamE,237000,4
