Track,Artist,Tag,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Heart Failure,Eik Octobre,Laura,0.121,0.0385,0,-27.901,1,0.0363,0.969,0.915,0.122,0.0706,188.094,audio_features,7biIzSlBe8dWzEwHG7dS5k,spotify:track:7biIzSlBe8dWzEwHG7dS5k,https://api.spotify.com/v1/tracks/7biIzSlBe8dWzEwHG7dS5k,https://api.spotify.com/v1/audio-analysis/7biIzSlBe8dWzEwHG7dS5k,289829,3
Midwayer,Joep Beving,Laura,0.326,0.0735,0,-24.975,1,0.0419,0.991,0.873,0.0481,0.0875,135.209,audio_features,6gLsyO69WqFXUYJK5mCaOt,spotify:track:6gLsyO69WqFXUYJK5mCaOt,https://api.spotify.com/v1/tracks/6gLsyO69WqFXUYJK5mCaOt,https://api.spotify.com/v1/audio-analysis/6gLsyO69WqFXUYJK5mCaOt,345800,3
"Lo, the full, final sacrifice, Op. 26: Amen - Instrumental",Gerald Finzi,Laura,0.198,0.0899,4,-25.087,1,0.0448,0.949,0.924,0.15,0.0711,111.868,audio_features,5776PanLfe9zLJMhDbMBgW,spotify:track:5776PanLfe9zLJMhDbMBgW,https://api.spotify.com/v1/tracks/5776PanLfe9zLJMhDbMBgW,https://api.spotify.com/v1/audio-analysis/5776PanLfe9zLJMhDbMBgW,160240,4
Dew Drops,Pieter de Graaf,Laura,0.49,0.0421,11,-24.265,0,0.0322,0.932,0.932,0.102,0.0689,60.025,audio_features,0NnFglDnuZH6qKuvhZpB0r,spotify:track:0NnFglDnuZH6qKuvhZpB0r,https://api.spotify.com/v1/tracks/0NnFglDnuZH6qKuvhZpB0r,https://api.spotify.com/v1/audio-analysis/0NnFglDnuZH6qKuvhZpB0r,334621,4
L'eau calme,Dan Evmark,Laura,0.185,0.286,4,-12.829,0,0.0359,0.976,0.859,0.0956,0.0376,84.085,audio_features,0BDZSuu69CSqoJAMDYCFm3,spotify:track:0BDZSuu69CSqoJAMDYCFm3,https://api.spotify.com/v1/tracks/0BDZSuu69CSqoJAMDYCFm3,https://api.spotify.com/v1/audio-analysis/0BDZSuu69CSqoJAMDYCFm3,271267,1
"Respighi: Pini di Roma, P. 141: III. I pini del Gianicolo",Ottorino Respighi,Laura,0.0754,0.0102,4,-35.69,1,0.0464,0.901,0.106,0.0817,0.0331,81.324,audio_features,5CfxpBCYwfB17MMgARumHl,spotify:track:5CfxpBCYwfB17MMgARumHl,https://api.spotify.com/v1/tracks/5CfxpBCYwfB17MMgARumHl,https://api.spotify.com/v1/audio-analysis/5CfxpBCYwfB17MMgARumHl,462162,4
Blow The Wind Southerly (Arr. Kanneh-Mason for Cello),Traditional,Laura,0.181,0.0136,0,-27.787,1,0.0638,0.982,0.753,0.0783,0.0634,94.852,audio_features,5NHQ6e1JkQ5zsvzIRkqDhh,spotify:track:5NHQ6e1JkQ5zsvzIRkqDhh,https://api.spotify.com/v1/tracks/5NHQ6e1JkQ5zsvzIRkqDhh,https://api.spotify.com/v1/audio-analysis/5NHQ6e1JkQ5zsvzIRkqDhh,142067,4
"12 Pieces for Children: No. 6, My Darling and Marjan (Variation)",Komitas,Laura,0.559,0.00981,4,-37.217,1,0.077,0.992,0.92,0.0625,0.0764,125.489,audio_features,6DkXwtgHlaT8PzGWU82O4I,spotify:track:6DkXwtgHlaT8PzGWU82O4I,https://api.spotify.com/v1/tracks/6DkXwtgHlaT8PzGWU82O4I,https://api.spotify.com/v1/audio-analysis/6DkXwtgHlaT8PzGWU82O4I,77093,3
Any Other Name,Thomas Newman,Laura,0.304,0.0116,7,-33.19,0,0.0337,0.983,0.963,0.104,0.0364,77.84,audio_features,33B1XmfncHqnfkrYZIcHbD,spotify:track:33B1XmfncHqnfkrYZIcHbD,https://api.spotify.com/v1/tracks/33B1XmfncHqnfkrYZIcHbD,https://api.spotify.com/v1/audio-analysis/33B1XmfncHqnfkrYZIcHbD,246627,4
Tsirani Tsar,Tigran Hamasyan,Laura,0.191,0.0262,5,-27.415,0,0.049,0.994,0.953,0.115,0.0687,77.258,audio_features,1Zu31CU9CSl9ZpEnmky8xT,spotify:track:1Zu31CU9CSl9ZpEnmky8xT,https://api.spotify.com/v1/tracks/1Zu31CU9CSl9ZpEnmky8xT,https://api.spotify.com/v1/audio-analysis/1Zu31CU9CSl9ZpEnmky8xT,349387,3
Metamorphosis II,Philip Glass,Laura,0.175,0.00853,9,-25.044,0,0.0532,0.986,0.925,0.0739,0.0382,66.29,audio_features,2bH8OT3zf2AObI3mL4GLNW,spotify:track:2bH8OT3zf2AObI3mL4GLNW,https://api.spotify.com/v1/tracks/2bH8OT3zf2AObI3mL4GLNW,https://api.spotify.com/v1/audio-analysis/2bH8OT3zf2AObI3mL4GLNW,437587,3
"6 Piano Pieces, Op. 26: No. 2, Pastoral Atmosphere",Toivo Kuula,Laura,0.281,0.00706,5,-33.228,1,0.0458,0.992,0.883,0.071,0.125,75.297,audio_features,2jgbIBve4VfgQREVKnINEO,spotify:track:2jgbIBve4VfgQREVKnINEO,https://api.spotify.com/v1/tracks/2jgbIBve4VfgQREVKnINEO,https://api.spotify.com/v1/audio-analysis/2jgbIBve4VfgQREVKnINEO,224480,4
The Lark Ascending,Ralph Vaughan Williams,Laura,0.144,0.0641,4,-23.391,0,0.0441,0.913,0.304,0.115,0.0393,90.685,audio_features,2TxxLPHPHOsd3i5104tFv2,spotify:track:2TxxLPHPHOsd3i5104tFv2,https://api.spotify.com/v1/tracks/2TxxLPHPHOsd3i5104tFv2,https://api.spotify.com/v1/audio-analysis/2TxxLPHPHOsd3i5104tFv2,957080,4
Five Pieces For Violin And Piano: I. Elegia (Andante Larghetto),Valentin Silvestrov,Laura,0.0694,0.00525,3,-35.45,1,0.0482,0.972,0.00751,0.0739,0.036,73.566,audio_features,1d1FNmfO3dFlH8873yNFX3,spotify:track:1d1FNmfO3dFlH8873yNFX3,https://api.spotify.com/v1/tracks/1d1FNmfO3dFlH8873yNFX3,https://api.spotify.com/v1/audio-analysis/1d1FNmfO3dFlH8873yNFX3,179360,4
4 Postludes for Piano & String Orchestra: No. 1. Larghetto - Andante,Valentin Silvestrov,Laura,0.116,0.00146,0,-39.774,1,0.0471,0.963,0.95,0.0639,0.0348,95.13,audio_features,71FqqOSUSVjaM4ZT3Ugj83,spotify:track:71FqqOSUSVjaM4ZT3Ugj83,https://api.spotify.com/v1/tracks/71FqqOSUSVjaM4ZT3Ugj83,https://api.spotify.com/v1/audio-analysis/71FqqOSUSVjaM4ZT3Ugj83,336520,4
Spiegel im spiegel,Arvo Pärt,Laura,0.123,0.0644,5,-28.383,1,0.0373,0.707,0.00365,0.11,0.0711,84.208,audio_features,7zHd9LxIZB8WKosSWN9Umj,spotify:track:7zHd9LxIZB8WKosSWN9Umj,https://api.spotify.com/v1/tracks/7zHd9LxIZB8WKosSWN9Umj,https://api.spotify.com/v1/audio-analysis/7zHd9LxIZB8WKosSWN9Umj,503475,3
Siete canciones populares españolas: VI. Nana - for alto and piano,Manuel de Falla,Laura,0.0742,0.00165,5,-38.992,0,0.0462,0.97,0.000343,0.0623,0.0554,179.068,audio_features,4HErQoBzojA9iPhHE92QKO,spotify:track:4HErQoBzojA9iPhHE92QKO,https://api.spotify.com/v1/tracks/4HErQoBzojA9iPhHE92QKO,https://api.spotify.com/v1/audio-analysis/4HErQoBzojA9iPhHE92QKO,133120,5
Puccini: Crisantemi,Giacomo Puccini,Laura,0.138,0.0109,6,-31.754,0,0.0487,0.805,0.845,0.0999,0.0376,101.226,audio_features,0ObV8vQoB8SJLf6vGv4xhB,spotify:track:0ObV8vQoB8SJLf6vGv4xhB,https://api.spotify.com/v1/tracks/0ObV8vQoB8SJLf6vGv4xhB,https://api.spotify.com/v1/audio-analysis/0ObV8vQoB8SJLf6vGv4xhB,421560,4
On the Nature of Daylight,Max Richter,Laura,0.065,0.341,10,-12.743,0,0.0482,0.154,0.854,0.109,0.0334,65.38,audio_features,56oReVXIfUO9xkX7pHmEU0,spotify:track:56oReVXIfUO9xkX7pHmEU0,https://api.spotify.com/v1/tracks/56oReVXIfUO9xkX7pHmEU0,https://api.spotify.com/v1/audio-analysis/56oReVXIfUO9xkX7pHmEU0,371747,4
3 Visions: No. 2. Summerland,William Grant Still,Laura,0.485,0.038,7,-23.126,1,0.0548,0.994,0.887,0.0933,0.134,80.737,audio_features,6DjJASpNIqqEABN4geePv0,spotify:track:6DjJASpNIqqEABN4geePv0,https://api.spotify.com/v1/tracks/6DjJASpNIqqEABN4geePv0,https://api.spotify.com/v1/audio-analysis/6DjJASpNIqqEABN4geePv0,261533,3
"Miniatures for Piano ""A Whole in Twelve"": No. 2, The Lady Plays",Mikael Ayrapetyan,Laura,0.358,0.00891,1,-28.903,1,0.0363,0.995,0.885,0.113,0.145,75.308,audio_features,1WNtzJMk8btkBW7NbmyCFr,spotify:track:1WNtzJMk8btkBW7NbmyCFr,https://api.spotify.com/v1/tracks/1WNtzJMk8btkBW7NbmyCFr,https://api.spotify.com/v1/audio-analysis/1WNtzJMk8btkBW7NbmyCFr,306373,4
Nocturne (Arr. Cullen for Cello and Orchestra),Alexander Borodin,Laura,0.193,0.116,9,-25.718,1,0.0608,0.986,0.918,0.505,0.0836,143.301,audio_features,6pV1dGidc6DvzjKhbMqgDa,spotify:track:6pV1dGidc6DvzjKhbMqgDa,https://api.spotify.com/v1/tracks/6pV1dGidc6DvzjKhbMqgDa,https://api.spotify.com/v1/audio-analysis/6pV1dGidc6DvzjKhbMqgDa,242467,3
…And at the Hour of Death,Víkingur Ólafsson,Laura,0.484,0.0111,0,-36.334,1,0.0384,0.995,0.878,0.0556,0.2,121.708,audio_features,1gU5jNTPxkrF52O7vUTWzR,spotify:track:1gU5jNTPxkrF52O7vUTWzR,https://api.spotify.com/v1/tracks/1gU5jNTPxkrF52O7vUTWzR,https://api.spotify.com/v1/audio-analysis/1gU5jNTPxkrF52O7vUTWzR,152933,4
Stars,Ēriks Ešenvalds,Laura,0.13,0.0607,2,-23.65,1,0.0509,0.983,0.963,0.141,0.0377,63.851,audio_features,5ut7RavktHdSciT8HhaeDm,spotify:track:5ut7RavktHdSciT8HhaeDm,https://api.spotify.com/v1/tracks/5ut7RavktHdSciT8HhaeDm,https://api.spotify.com/v1/audio-analysis/5ut7RavktHdSciT8HhaeDm,244387,4
"4 Postludes for Piano & String Orchestra: No. 3. Larghetto, con moto (poco rubato)",Valentin Silvestrov,Laura,0.0673,0.00255,7,-39.399,1,0.0532,0.928,0.914,0.0937,0.0317,73.993,audio_features,7mscpSLUS0t80ZXjnQ3MtM,spotify:track:7mscpSLUS0t80ZXjnQ3MtM,https://api.spotify.com/v1/tracks/7mscpSLUS0t80ZXjnQ3MtM,https://api.spotify.com/v1/audio-analysis/7mscpSLUS0t80ZXjnQ3MtM,170347,5
L'Origine Nascosta,Ludovico Einaudi,Laura,0.268,0.0102,2,-20.591,0,0.0496,0.984,0.859,0.134,0.133,66.633,audio_features,4TLQRJiwvwUQyKdEA5PWqx,spotify:track:4TLQRJiwvwUQyKdEA5PWqx,https://api.spotify.com/v1/tracks/4TLQRJiwvwUQyKdEA5PWqx,https://api.spotify.com/v1/audio-analysis/4TLQRJiwvwUQyKdEA5PWqx,191907,3
"Pavane pour une infante défunte, M. 19 (Version for Orchestra)",Maurice Ravel,Laura,0.102,0.00384,7,-35.821,1,0.0425,0.979,0.816,0.0507,0.0388,90.578,audio_features,4lK8YqLWkYQgOIFU9feTqU,spotify:track:4lK8YqLWkYQgOIFU9feTqU,https://api.spotify.com/v1/tracks/4lK8YqLWkYQgOIFU9feTqU,https://api.spotify.com/v1/audio-analysis/4lK8YqLWkYQgOIFU9feTqU,429228,4
Swan Lake,Chad Lawson,Laura,0.371,0.00467,10,-30.125,1,0.0553,0.994,0.956,0.115,0.226,60.928,audio_features,1gG1LDBz2qxRKplSvdhmOW,spotify:track:1gG1LDBz2qxRKplSvdhmOW,https://api.spotify.com/v1/tracks/1gG1LDBz2qxRKplSvdhmOW,https://api.spotify.com/v1/audio-analysis/1gG1LDBz2qxRKplSvdhmOW,382598,5
Prisma (Acoustic),Dardust,Laura,0.196,0.267,4,-15.938,0,0.0322,0.765,0.914,0.0944,0.136,80.037,audio_features,2vnwGU628mvNPDN8zxZ9n8,spotify:track:2vnwGU628mvNPDN8zxZ9n8,https://api.spotify.com/v1/tracks/2vnwGU628mvNPDN8zxZ9n8,https://api.spotify.com/v1/audio-analysis/2vnwGU628mvNPDN8zxZ9n8,245820,4
Henry V: Henry V: Touch her soft lips and part,William Walton,Laura,0.146,0.019,0,-31.365,1,0.0476,0.92,0.878,0.0864,0.0492,81.526,audio_features,5WEmDvDiRpE7p3y8SMMAPJ,spotify:track:5WEmDvDiRpE7p3y8SMMAPJ,https://api.spotify.com/v1/tracks/5WEmDvDiRpE7p3y8SMMAPJ,https://api.spotify.com/v1/audio-analysis/5WEmDvDiRpE7p3y8SMMAPJ,93840,3
Silouans Song,Arvo Pärt,Laura,0.172,0.00652,5,-26.678,0,0.0404,0.837,0.0676,0.0628,0.0374,88.208,audio_features,4C2YTs1QwX1V8Xv5xn9fkF,spotify:track:4C2YTs1QwX1V8Xv5xn9fkF,https://api.spotify.com/v1/tracks/4C2YTs1QwX1V8Xv5xn9fkF,https://api.spotify.com/v1/audio-analysis/4C2YTs1QwX1V8Xv5xn9fkF,346733,4
"Goldberg-Variationen, BWV 988: I. Aria",Johann Sebastian Bach,Laura,0.397,0.0185,7,-32.417,1,0.0483,0.995,0.917,0.0828,0.256,128.58,audio_features,0VI8QAH1YupPK6xdCJuwpn,spotify:track:0VI8QAH1YupPK6xdCJuwpn,https://api.spotify.com/v1/tracks/0VI8QAH1YupPK6xdCJuwpn,https://api.spotify.com/v1/audio-analysis/0VI8QAH1YupPK6xdCJuwpn,292987,3
Too Soon,Tom Ashbrook,Laura,0.229,0.0529,3,-25.292,1,0.0352,0.98,0.96,0.0805,0.0785,82.211,audio_features,1hlehqO6Po7esrHu0vi9Di,spotify:track:1hlehqO6Po7esrHu0vi9Di,https://api.spotify.com/v1/tracks/1hlehqO6Po7esrHu0vi9Di,https://api.spotify.com/v1/audio-analysis/1hlehqO6Po7esrHu0vi9Di,243013,4
"Orfeo ed Euridice, Act II: Dance of the Blessed Spirits, ""Mélodie"" (arr. I. Friedman for piano)",Ignaz Friedman,Laura,0.38,0.00402,2,-34.344,0,0.0446,0.995,0.899,0.0726,0.0597,128.238,audio_features,3xIu6hYXz0gTjJtmGu60M8,spotify:track:3xIu6hYXz0gTjJtmGu60M8,https://api.spotify.com/v1/tracks/3xIu6hYXz0gTjJtmGu60M8,https://api.spotify.com/v1/audio-analysis/3xIu6hYXz0gTjJtmGu60M8,251733,4
"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",Johannes Brahms,Laura,0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,audio_features,1Oo7XEqkrwifJn17aA0ocF,spotify:track:1Oo7XEqkrwifJn17aA0ocF,https://api.spotify.com/v1/tracks/1Oo7XEqkrwifJn17aA0ocF,https://api.spotify.com/v1/audio-analysis/1Oo7XEqkrwifJn17aA0ocF,378733,4
Provence,Bernward Koch,Laura,0.275,0.0459,3,-19.247,1,0.0391,0.982,0.964,0.109,0.039,67.048,audio_features,0m2JdhdFRijNspDMzRQoIn,spotify:track:0m2JdhdFRijNspDMzRQoIn,https://api.spotify.com/v1/tracks/0m2JdhdFRijNspDMzRQoIn,https://api.spotify.com/v1/audio-analysis/0m2JdhdFRijNspDMzRQoIn,182413,4
"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106",Johann Sebastian Bach,Laura,0.488,0.0302,3,-34.981,1,0.0691,0.996,0.912,0.0934,0.147,74.322,audio_features,4SvoO5lHeDUIVYDpPF5YAO,spotify:track:4SvoO5lHeDUIVYDpPF5YAO,https://api.spotify.com/v1/tracks/4SvoO5lHeDUIVYDpPF5YAO,https://api.spotify.com/v1/audio-analysis/4SvoO5lHeDUIVYDpPF5YAO,138880,4
"Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30, No. 1",Felix Mendelssohn,Laura,0.355,0.0164,3,-28.659,1,0.0396,0.995,0.926,0.0986,0.0922,67.946,audio_features,00CXUMREit80f2McJsjcIz,spotify:track:00CXUMREit80f2McJsjcIz,https://api.spotify.com/v1/tracks/00CXUMREit80f2McJsjcIz,https://api.spotify.com/v1/audio-analysis/00CXUMREit80f2McJsjcIz,282813,4
Continuum: I,Jane Antonia Cornish,Laura,0.148,0.133,6,-21.928,0,0.0471,0.781,0.853,0.0775,0.0364,78.937,audio_features,2UjDFvb4aXggDerBtphpq1,spotify:track:2UjDFvb4aXggDerBtphpq1,https://api.spotify.com/v1/tracks/2UjDFvb4aXggDerBtphpq1,https://api.spotify.com/v1/audio-analysis/2UjDFvb4aXggDerBtphpq1,444227,4
"Rêverie, L. 68: Rêverie",Claude Debussy,Laura,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,audio_features,43bSKCMWHIuBsUVmQcDX1J,spotify:track:43bSKCMWHIuBsUVmQcDX1J,https://api.spotify.com/v1/tracks/43bSKCMWHIuBsUVmQcDX1J,https://api.spotify.com/v1/audio-analysis/43bSKCMWHIuBsUVmQcDX1J,257000,3
"Fauré: Pavane, Op. 50",Gabriel Fauré,Laura,0.0653,0.0359,6,-26.799,0,0.0421,0.957,0.944,0.128,0.0412,62.105,audio_features,4CZq7M6hBTg77Qhp3TJHdN,spotify:track:4CZq7M6hBTg77Qhp3TJHdN,https://api.spotify.com/v1/tracks/4CZq7M6hBTg77Qhp3TJHdN,https://api.spotify.com/v1/audio-analysis/4CZq7M6hBTg77Qhp3TJHdN,385858,4
Naive Music: No. 2. Nocturne,Valentin Silvestrov,Laura,0.358,0.00529,10,-35.543,1,0.0492,0.995,0.907,0.0844,0.145,67.592,audio_features,1Px3T30V89JCSKZkgyAb4W,spotify:track:1Px3T30V89JCSKZkgyAb4W,https://api.spotify.com/v1/tracks/1Px3T30V89JCSKZkgyAb4W,https://api.spotify.com/v1/audio-analysis/1Px3T30V89JCSKZkgyAb4W,155587,3
"Mercure, Scene 1: La nuit",Erik Satie,Laura,0.143,0.00194,0,-35.355,1,0.045,0.932,0.0318,0.0694,0.0495,139.288,audio_features,5TKvSoHEXaCyk2GKM6pC3J,spotify:track:5TKvSoHEXaCyk2GKM6pC3J,https://api.spotify.com/v1/tracks/5TKvSoHEXaCyk2GKM6pC3J,https://api.spotify.com/v1/audio-analysis/5TKvSoHEXaCyk2GKM6pC3J,73827,3
Fljótavík,Georg Holm,Laura,0.141,0.137,8,-15.424,1,0.0431,0.948,0.562,0.0612,0.0353,85.479,audio_features,6hkOAdgduiWe3jCV3PjPKJ,spotify:track:6hkOAdgduiWe3jCV3PjPKJ,https://api.spotify.com/v1/tracks/6hkOAdgduiWe3jCV3PjPKJ,https://api.spotify.com/v1/audio-analysis/6hkOAdgduiWe3jCV3PjPKJ,248693,4
Musica callada I Angelico,Federico Mompou,Laura,0.365,0.00179,9,-47.001,0,0.0877,0.95,0.725,0.0646,0.277,93.014,audio_features,659hxuqutVn4k51rgTJPxb,spotify:track:659hxuqutVn4k51rgTJPxb,https://api.spotify.com/v1/tracks/659hxuqutVn4k51rgTJPxb,https://api.spotify.com/v1/audio-analysis/659hxuqutVn4k51rgTJPxb,120480,4
"Piano Concerto in A Minor, Op. 7: II. Romanze: Andante non troppo con grazia",Clara Schumann,Laura,0.198,0.0138,8,-30.715,1,0.039,0.989,0.931,0.131,0.0399,69.315,audio_features,3LNsyHdo8MWl4mqbkzAvKh,spotify:track:3LNsyHdo8MWl4mqbkzAvKh,https://api.spotify.com/v1/tracks/3LNsyHdo8MWl4mqbkzAvKh,https://api.spotify.com/v1/audio-analysis/3LNsyHdo8MWl4mqbkzAvKh,269973,4
Le Musicien,Damjan Krajacic,Laura,0.318,0.0459,7,-17.174,0,0.0484,0.993,0.943,0.0889,0.0926,163.776,audio_features,1SzTivReEYHIkPfBxnP5u6,spotify:track:1SzTivReEYHIkPfBxnP5u6,https://api.spotify.com/v1/tracks/1SzTivReEYHIkPfBxnP5u6,https://api.spotify.com/v1/audio-analysis/1SzTivReEYHIkPfBxnP5u6,211579,4
"To the Stars - From ""Ad Astra"" Soundtrack",Max Richter,Laura,0.157,0.184,4,-19.854,0,0.0442,0.539,0.922,0.107,0.0304,132.606,audio_features,2UcUL4jytfVpW0jSXi3Ggi,spotify:track:2UcUL4jytfVpW0jSXi3Ggi,https://api.spotify.com/v1/tracks/2UcUL4jytfVpW0jSXi3Ggi,https://api.spotify.com/v1/audio-analysis/2UcUL4jytfVpW0jSXi3Ggi,210053,3
Melodies of the Upper Worlds (Arr. M. Ayrapetyan for Piano): XIII. To Proclaim in the Morning About Your Mercy,Baal HaSulam,Laura,0.416,0.00661,9,-32.409,0,0.042,0.993,0.922,0.0626,0.198,129.077,audio_features,7qfUR1g5efZUh7Vf3fY8fh,spotify:track:7qfUR1g5efZUh7Vf3fY8fh,https://api.spotify.com/v1/tracks/7qfUR1g5efZUh7Vf3fY8fh,https://api.spotify.com/v1/audio-analysis/7qfUR1g5efZUh7Vf3fY8fh,177227,3
Ashokan Farewell,Jay Ungar,Laura,0.377,0.0501,9,-20.238,1,0.0445,0.994,0.899,0.0932,0.161,70.148,audio_features,1LvpbG9frKLWfXOlUgvcjJ,spotify:track:1LvpbG9frKLWfXOlUgvcjJ,https://api.spotify.com/v1/tracks/1LvpbG9frKLWfXOlUgvcjJ,https://api.spotify.com/v1/audio-analysis/1LvpbG9frKLWfXOlUgvcjJ,292947,3
Perfect,Atlys,Laura,0.143,0.0577,7,-21.615,1,0.045,0.976,0.597,0.119,0.0611,69.726,audio_features,33lI804DgErb7NSNWwkzxa,spotify:track:33lI804DgErb7NSNWwkzxa,https://api.spotify.com/v1/tracks/33lI804DgErb7NSNWwkzxa,https://api.spotify.com/v1/audio-analysis/33lI804DgErb7NSNWwkzxa,259250,5
"Peer Gynt Suite No. 2, Op. 55: IV. Solveig's Song",Edvard Grieg,Laura,0.0776,0.021,9,-30.849,0,0.05,0.972,0.786,0.0608,0.0356,80.913,audio_features,6XNxVEWV0NiBaJZpUjIVHa,spotify:track:6XNxVEWV0NiBaJZpUjIVHa,https://api.spotify.com/v1/tracks/6XNxVEWV0NiBaJZpUjIVHa,https://api.spotify.com/v1/audio-analysis/6XNxVEWV0NiBaJZpUjIVHa,311560,3
Ave Maria,Charles Gounod,Laura,0.132,0.0195,0,-29.76,1,0.0445,0.993,0.888,0.0569,0.14,81.616,audio_features,2kyEgPaAW8wdpvevPnkf0Z,spotify:track:2kyEgPaAW8wdpvevPnkf0Z,https://api.spotify.com/v1/tracks/2kyEgPaAW8wdpvevPnkf0Z,https://api.spotify.com/v1/audio-analysis/2kyEgPaAW8wdpvevPnkf0Z,163267,3
Tune from the Film by Lana Gogoberidze: When Almonds Blossomed,Giya Kancheli,Laura,0.246,0.00592,2,-38.92,0,0.0466,0.993,0.898,0.067,0.0696,65.342,audio_features,0vqNv43ZdOMGwq6ZZiRBEH,spotify:track:0vqNv43ZdOMGwq6ZZiRBEH,https://api.spotify.com/v1/tracks/0vqNv43ZdOMGwq6ZZiRBEH,https://api.spotify.com/v1/audio-analysis/0vqNv43ZdOMGwq6ZZiRBEH,128013,5
"Nocturne No. 19 in E Minor, Op. 72, No. 1",Frédéric Chopin,Laura,0.334,0.00732,4,-30.908,0,0.0355,0.991,0.952,0.0968,0.0964,60.171,audio_features,64LTn5fTsPR0QLy7bVYl9w,spotify:track:64LTn5fTsPR0QLy7bVYl9w,https://api.spotify.com/v1/tracks/64LTn5fTsPR0QLy7bVYl9w,https://api.spotify.com/v1/audio-analysis/64LTn5fTsPR0QLy7bVYl9w,241987,4
"Serenade for Strings in E Major, Op. 22, B. 52: IV. Larghetto",Antonín Dvořák,Laura,0.0877,0.0763,9,-23.986,1,0.0429,0.645,0.897,0.353,0.0509,78.535,audio_features,3o9br9LskOEbwc5irxfHqR,spotify:track:3o9br9LskOEbwc5irxfHqR,https://api.spotify.com/v1/tracks/3o9br9LskOEbwc5irxfHqR,https://api.spotify.com/v1/audio-analysis/3o9br9LskOEbwc5irxfHqR,295219,4
"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",Frédéric Chopin,Laura,0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,audio_features,2MSgFefjK0T7Iwjvr3OKqV,spotify:track:2MSgFefjK0T7Iwjvr3OKqV,https://api.spotify.com/v1/tracks/2MSgFefjK0T7Iwjvr3OKqV,https://api.spotify.com/v1/audio-analysis/2MSgFefjK0T7Iwjvr3OKqV,259493,4
"Rêverie, L. 68 (Arr. by Badzura)",Claude Debussy,Laura,0.162,0.0669,5,-21.458,1,0.0448,0.943,0.607,0.131,0.04,81.937,audio_features,4VvRlFEuDDJnUaJURcDLE4,spotify:track:4VvRlFEuDDJnUaJURcDLE4,https://api.spotify.com/v1/tracks/4VvRlFEuDDJnUaJURcDLE4,https://api.spotify.com/v1/audio-analysis/4VvRlFEuDDJnUaJURcDLE4,368814,4
"Cello Sonata in F Major, Op.6: II. Andante ma non troppo",Richard Strauss,Laura,0.108,0.0277,10,-25.846,1,0.0522,0.992,0.805,0.0841,0.0369,170.612,audio_features,5hl5NU3fJXDsakF7pJga35,spotify:track:5hl5NU3fJXDsakF7pJga35,https://api.spotify.com/v1/tracks/5hl5NU3fJXDsakF7pJga35,https://api.spotify.com/v1/audio-analysis/5hl5NU3fJXDsakF7pJga35,558667,3
"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",Sergei Rachmaninoff,Laura,0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,audio_features,4rrrn8OLrttq7r9RgNXalU,spotify:track:4rrrn8OLrttq7r9RgNXalU,https://api.spotify.com/v1/tracks/4rrrn8OLrttq7r9RgNXalU,https://api.spotify.com/v1/audio-analysis/4rrrn8OLrttq7r9RgNXalU,644273,4
Look Inside Yourself,Edvard Kravchuk,Laura,0.46,0.0073,1,-31.247,1,0.0503,0.993,0.963,0.0952,0.194,71.743,audio_features,4UoQyXltWDTbKhz839QILK,spotify:track:4UoQyXltWDTbKhz839QILK,https://api.spotify.com/v1/tracks/4UoQyXltWDTbKhz839QILK,https://api.spotify.com/v1/audio-analysis/4UoQyXltWDTbKhz839QILK,218133,4
Silent Waves,Dan Evmark,Laura,0.2,0.0581,0,-20.462,0,0.0451,0.973,0.709,0.0785,0.0432,93.785,audio_features,7wCejF5j2ViaksvuzhEuCB,spotify:track:7wCejF5j2ViaksvuzhEuCB,https://api.spotify.com/v1/tracks/7wCejF5j2ViaksvuzhEuCB,https://api.spotify.com/v1/audio-analysis/7wCejF5j2ViaksvuzhEuCB,411438,3
"Eternal Source of Light Divine, HWV 74 (Arrangement)",George Frideric Handel,Laura,0.183,0.126,0,-18.076,1,0.0318,0.881,0.939,0.151,0.0831,97.639,audio_features,2GTQ3iVNLw90PLPVUdPE4t,spotify:track:2GTQ3iVNLw90PLPVUdPE4t,https://api.spotify.com/v1/tracks/2GTQ3iVNLw90PLPVUdPE4t,https://api.spotify.com/v1/audio-analysis/2GTQ3iVNLw90PLPVUdPE4t,353720,4
